Date,Ticker,Target,Volume,Daily_Volatility,FinBERT_Positive,FinBERT_Negative,FinBERT_Neutral,Volume_Messages,Score_Net,Bullishness_Index,Polarite_Index,Score_Net_Lag1,Score_Net_Lag2,Score_Net_Lag3,Score_Net_Lag5,Volume_Messages_Lag1,Volume_Messages_Lag2,Volume_Messages_Lag3,Volume_Messages_Lag5,Volume_Lag1,Volume_Lag2,Volume_Lag3,Volume_Lag5,Polarite_Index_Lag1,Polarite_Index_Lag2,Polarite_Index_Lag3,Polarite_Index_Lag5,Bullishness_Index_Lag1,Bullishness_Index_Lag2,Bullishness_Index_Lag3,Bullishness_Index_Lag5,Volatility_20d,Volume_Avg20d
2024-08-01,AMZN,0,70435600,0.0461197701725928,0.0,1.0,0.0,1,-1.0,0.0,1.0,0.01,-0.0,1.0,0.5,1.0,1.0,1.0,2.0,33270100.0,41532400.0,47537700.0,48076100.0,0.0376,0.0,1.0,0.5,0.6325,0.2097,1.0,1.0,0.014937832854182122,44819400.0
2024-08-01,META,0,43083100,0.0673128153678322,0.2503,0.2496,0.5001,4,0.0007,0.5007,0.4999,1.0,0.9915,0.01,-0.0001,1.0,1.0,1.0,1.0,24285800.0,11390400.0,11339600.0,12539200.0,1.0,0.9916,0.0376,0.0001,1.0,1.0,0.6325,0.191,0.01712795411946777,13898390.0
2024-08-02,AMZN,1,141448400,0.0492953596443965,0.0001,0.6198,0.3801,5,-0.6197,0.0002,0.6199,-1.0,0.01,-0.0,0.9274,1.0,1.0,1.0,1.0,70435600.0,33270100.0,41532400.0,43081800.0,1.0,0.0376,0.0,0.9275,0.0,0.6325,0.2097,1.0,0.016234074262734228,46940105.0
2024-08-02,BRK-B,0,4251500,0.0296903229443949,0.0595,0.0013,0.9392,4,0.0582,0.9785,0.0608,-0.0,-0.0,-0.0003,-0.0,1.0,2.0,1.0,1.0,3736400.0,2717600.0,3334300.0,4158800.0,0.0,0.0,0.0003,0.0,0.0338,0.1198,0.0011,0.0124,0.007699589853595807,3401700.0
2024-08-02,MSFT,0,29437900,0.02584306023051,0.0,1.0,0.0,1,-0.9999,0.0,1.0,0.8489,0.7539,-0.0001,-0.0001,1.0,1.0,1.0,1.0,32687600.0,14429400.0,18196100.0,9932800.0,0.9991,0.7545,0.0002,0.0004,0.9248,0.9996,0.1042,0.3311,0.008846518323192462,20166485.0
2024-08-02,TSLA,0,82880100,0.0481664457759116,0.0,0.5,0.5,2,-0.5,0.0,0.5,-1.0,0.0,-0.0001,1.0,1.0,1.0,1.0,1.0,111928200.0,87403900.0,128519400.0,166561500.0,1.0,0.0,0.0001,1.0,0.0,0.5393,0.0353,1.0,0.025268874235137347,108795600.0
2024-08-05,AAPL,1,119548600,0.0878999463654587,0.0074,0.0007,0.9919,1,0.0068,0.9176,0.0081,1.0,-0.0003,0.7539,-0.0,1.0,1.0,1.0,2.0,62501000.0,43234300.0,62631300.0,82542700.0,1.0,0.0006,0.7545,0.0,1.0,0.2862,0.9996,0.1083,0.01965409793200178,74327315.0
2024-08-05,GOOGL,1,53630700,0.0610932475884246,0.0076,0.5395,0.4529,2,-0.5319,0.0139,0.5471,0.0068,0.0001,0.9999,0.997,1.0,1.0,1.0,1.0,41336900.0,44852000.0,49585200.0,24100300.0,0.0068,0.0001,1.0,0.997,0.9946,0.8745,1.0,1.0,0.013475043132773845,25179265.0
2024-08-05,JPM,1,13927000,0.027157970572437,0.0,0.0,1.0,1,-0.0,0.4559,0.0,-0.0001,-0.366,-0.0,1.0,1.0,1.0,1.0,1.0,6533600.0,7663200.0,8095900.0,11557000.0,0.0002,0.366,0.0,1.0,0.1736,0.0,0.2778,1.0,0.016126131271705833,11370850.0
2024-08-05,META,1,21396200,0.07240505760814,0.7299,0.0008,0.2693,1,0.7292,0.9989,0.7307,0.0007,1.0,0.9915,0.0,4.0,1.0,1.0,1.0,43083100.0,24285800.0,11390400.0,19267200.0,0.4999,1.0,0.9916,0.0001,0.5007,1.0,1.0,0.5104,0.019967360641742204,15516565.0
2024-08-05,MSFT,1,40709200,0.0397256248920292,0.6519,0.0,0.3481,1,0.6519,0.9999,0.6519,-0.9999,0.8489,0.7539,0.9999,1.0,1.0,1.0,1.0,29437900.0,32687600.0,14429400.0,12962300.0,1.0,0.9991,0.7545,0.9999,0.0,0.9248,0.9996,1.0,0.009258075889135261,20460255.0
2024-08-06,AAPL,1,69660500,0.0434486022228479,0.0001,0.0062,0.9937,2,-0.0061,0.0152,0.0063,0.0068,1.0,-0.0003,0.0029,1.0,1.0,1.0,1.0,119548600.0,62501000.0,43234300.0,53046500.0,0.0081,1.0,0.0006,0.0038,0.9176,1.0,0.2862,0.8754,0.02269829512890083,77920160.0
2024-08-06,AMZN,1,59950800,0.0404428190797981,0.0007,0.3015,0.6978,2,-0.3008,0.0023,0.3022,-0.6197,-1.0,0.01,1.0,5.0,1.0,1.0,1.0,141448400.0,70435600.0,33270100.0,47537700.0,0.6199,1.0,0.0376,1.0,0.0002,0.0,0.6325,1.0,0.015864805866265496,52290245.0
2024-08-06,BRK-B,1,5138700,0.0296822488481613,0.0178,0.0036,0.9786,1,0.0143,0.8336,0.0214,0.0582,-0.0,-0.0,0.9774,4.0,1.0,2.0,1.0,4251500.0,3736400.0,2717600.0,2995700.0,0.0608,0.0,0.0,0.9984,0.9785,0.0338,0.1198,0.9895,0.006393464042823076,3424245.0
2024-08-08,AMZN,1,44616200,0.0250650810410121,0.0131,0.0159,0.9711,1,-0.0028,0.4516,0.0289,-0.3008,-0.6197,-1.0,-0.0,2.0,5.0,1.0,1.0,59950800.0,141448400.0,70435600.0,41532400.0,0.3022,0.6199,1.0,0.0,0.0023,0.0002,0.0,0.2097,0.015867552650267822,53924530.0
2024-08-08,BRK-B,1,3150000,0.0108564061320682,0.0,0.0,1.0,1,-0.0,0.1648,0.0,0.0143,0.0582,-0.0,-0.0003,1.0,4.0,1.0,1.0,5138700.0,4251500.0,3736400.0,3334300.0,0.0214,0.0608,0.0,0.0003,0.8336,0.9785,0.0338,0.0011,0.00718258338421397,3547705.0
2024-08-08,GOOGL,1,25578800,0.0216808662802043,0.0131,0.0159,0.9711,1,-0.0028,0.4516,0.0289,-0.5319,0.0068,0.0001,-0.9422,2.0,1.0,1.0,1.0,53630700.0,41336900.0,44852000.0,36352700.0,0.5471,0.0068,0.0001,0.9999,0.0139,0.9946,0.8745,0.0288,0.014401454974418594,26832190.0
2024-08-08,JPM,1,7761200,0.0154097414785688,0.0001,0.3837,0.6162,2,-0.3837,0.0002,0.3838,-0.0,-0.0001,-0.366,-0.0,1.0,1.0,1.0,1.0,13927000.0,6533600.0,7663200.0,11572500.0,0.0,0.0002,0.366,0.0,0.4559,0.1736,0.0,0.0479,0.014853804222100975,10490585.0
2024-08-08,MSFT,1,20203000,0.0147102248142395,0.0,0.0,1.0,1,-0.0,0.0806,0.0,0.6519,-0.9999,0.8489,-0.0001,1.0,1.0,1.0,1.0,40709200.0,29437900.0,32687600.0,18196100.0,0.6519,1.0,0.9991,0.0002,0.9999,0.0,0.9248,0.1042,0.009488634308335927,21645885.0
2024-08-09,MSFT,1,19276700,0.0143305646730121,0.0,0.0,1.0,1,-0.0,0.2521,0.0,-0.0,0.6519,-0.9999,0.7539,1.0,1.0,1.0,1.0,20203000.0,40709200.0,29437900.0,14429400.0,0.0,0.6519,1.0,0.7545,0.0806,0.9999,0.0,0.9996,0.009276314684918109,21900570.0
2024-08-13,AMZN,1,39237900,0.0234788584705239,0.0,0.0,1.0,1,-0.0,0.0519,0.0,-0.0028,-0.3008,-0.6197,0.01,1.0,2.0,5.0,1.0,44616200.0,59950800.0,141448400.0,33270100.0,0.0289,0.3022,0.6199,0.0376,0.4516,0.0023,0.0002,0.6325,0.01576093868775739,54375245.0
2024-08-14,TSLA,0,70250000,0.0467235762087085,0.5023,0.0002,0.4975,2,0.5022,0.9997,0.5025,-0.5,-1.0,0.0,0.2579,2.0,1.0,1.0,1.0,82880100.0,111928200.0,87403900.0,154501200.0,0.5,1.0,0.0,0.2803,0.0,0.0,0.5393,0.96,0.025397874860517044,106623320.0
2024-08-15,GOOGL,1,31524300,0.0126479674722547,0.4992,0.0,0.5007,2,0.4992,1.0,0.4993,-0.0028,-0.5319,0.0068,0.9999,1.0,2.0,1.0,1.0,25578800.0,53630700.0,41336900.0,49585200.0,0.0289,0.5471,0.0068,1.0,0.4516,0.0139,0.9946,1.0,0.014023152915287884,26964555.0
2024-08-15,MSFT,1,20752100,0.0082181557641076,0.7362,0.0033,0.2605,1,0.7329,0.9955,0.7395,-0.0,-0.0,0.6519,0.8489,1.0,1.0,1.0,1.0,19276700.0,20203000.0,40709200.0,32687600.0,0.0,0.0,0.6519,0.9991,0.2521,0.0806,0.9999,0.9248,0.008977924754165423,21752430.0
2024-08-16,GOOGL,1,24208600,0.024338840936835,0.0001,0.496,0.5039,2,-0.4959,0.0002,0.4961,0.4992,-0.0028,-0.5319,0.0001,2.0,1.0,2.0,1.0,31524300.0,25578800.0,53630700.0,44852000.0,0.4993,0.0289,0.5471,0.0001,1.0,0.4516,0.0139,0.8745,0.014060531991600369,27437345.0
2024-08-19,MSFT,1,15234000,0.0126265243765863,1.0,0.0,0.0,1,1.0,1.0,1.0,0.7329,-0.0,-0.0,-0.9999,1.0,1.0,1.0,1.0,20752100.0,19276700.0,20203000.0,29437900.0,0.7395,0.0,0.0,1.0,0.9955,0.2521,0.0806,0.0,0.008825663658483604,22022425.0
2024-08-19,TSLA,1,76435200,0.040954526602886,1.0,0.0,0.0,1,1.0,1.0,1.0,0.5022,-0.5,-1.0,-0.0001,2.0,2.0,1.0,1.0,70250000.0,82880100.0,111928200.0,128519400.0,0.5025,0.5,1.0,0.0001,0.9997,0.0,0.0,0.0353,0.024964366689788457,105988315.0
2024-08-20,AMZN,1,26255200,0.0088804060662949,0.9917,0.0008,0.0075,1,0.9909,0.9992,0.9925,-0.0,-0.0028,-0.3008,-1.0,1.0,1.0,2.0,1.0,39237900.0,44616200.0,59950800.0,70435600.0,0.0,0.0289,0.3022,1.0,0.0519,0.4516,0.0023,0.0,0.016090061576152725,54504180.0
2024-08-20,BRK-B,0,2906500,0.0091698091010987,0.0,0.0,1.0,1,-0.0,0.0083,0.0,-0.0,0.0143,0.0582,-0.0,1.0,1.0,4.0,2.0,3150000.0,5138700.0,4251500.0,2717600.0,0.0,0.0214,0.0608,0.0,0.1648,0.8336,0.9785,0.1198,0.007205281130880707,3556175.0
2024-08-21,BRK-B,0,3028500,0.0165392195046565,0.0,0.0002,0.9998,1,-0.0002,0.0107,0.0002,-0.0,-0.0,0.0143,-0.0,1.0,1.0,1.0,1.0,2906500.0,3150000.0,5138700.0,3736400.0,0.0,0.0,0.0214,0.0,0.0083,0.1648,0.8336,0.0338,0.007173359189769232,3587120.0
2024-08-21,GOOGL,1,22902000,0.0132001696345005,0.0,0.0001,0.9999,1,-0.0001,0.0296,0.0001,-0.4959,0.4992,-0.0028,0.0068,2.0,2.0,1.0,1.0,24208600.0,31524300.0,25578800.0,41336900.0,0.4961,0.4993,0.0289,0.0068,0.0002,1.0,0.4516,0.9946,0.014166610707109974,27485225.0
2024-08-21,MSFT,1,16067300,0.0110356367288361,0.0,0.0003,0.9997,1,-0.0003,0.0504,0.0003,1.0,0.7329,-0.0,0.6519,1.0,1.0,1.0,1.0,15234000.0,20752100.0,19276700.0,40709200.0,1.0,0.7395,0.0,0.6519,1.0,0.9955,0.2521,0.9999,0.008555126880748387,21970520.0
2024-08-22,AMZN,0,32047500,0.0319219781070285,0.9746,0.0,0.0253,1,0.9746,1.0,0.9747,0.9909,-0.0,-0.0028,-0.6197,1.0,1.0,1.0,5.0,26255200.0,39237900.0,44616200.0,141448400.0,0.9925,0.0,0.0289,0.6199,0.9992,0.0519,0.4516,0.0002,0.015623764473012721,53580600.0
2024-08-22,GOOGL,0,22493300,0.0255888970456825,0.5001,0.0063,0.4936,2,0.4938,0.9876,0.5064,-0.0001,-0.4959,0.4992,-0.5319,1.0,2.0,2.0,2.0,22902000.0,24208600.0,31524300.0,53630700.0,0.0001,0.4961,0.4993,0.5471,0.0296,0.0002,1.0,0.0139,0.014184356000542337,27553295.0
2024-08-22,JPM,1,5247100,0.011464286946013,1.0,0.0,0.0,1,1.0,1.0,1.0,-0.3837,-0.0,-0.0001,-0.0,2.0,1.0,1.0,1.0,7761200.0,13927000.0,6533600.0,8095900.0,0.3838,0.0,0.0002,0.0,0.0002,0.4559,0.1736,0.2778,0.014836228407906302,10140315.0
2024-08-22,META,0,15708300,0.0291246808440991,0.7905,0.0125,0.1969,1,0.778,0.9844,0.8031,0.7292,0.0007,1.0,0.01,1.0,4.0,1.0,1.0,21396200.0,43083100.0,24285800.0,11339600.0,0.7307,0.4999,1.0,0.0376,0.9989,0.5007,1.0,0.6325,0.02327126767687615,15740385.0
2024-08-23,AAPL,1,38677300,0.0172383201565178,0.0027,0.0401,0.9573,1,-0.0374,0.0631,0.0427,-0.0061,0.0068,1.0,0.7539,2.0,1.0,1.0,1.0,69660500.0,119548600.0,62501000.0,62631300.0,0.0063,0.0081,1.0,0.7545,0.0152,0.9176,1.0,0.9996,0.02274707959895204,78997365.0
2024-08-27,BRK-B,1,3764700,0.0164056914205271,0.0,0.0,1.0,1,-0.0,0.0377,0.0,-0.0002,-0.0,-0.0,0.0582,1.0,1.0,1.0,4.0,3028500.0,2906500.0,3150000.0,4251500.0,0.0002,0.0,0.0,0.0608,0.0107,0.0083,0.1648,0.9785,0.007284972534979537,3587390.0
2024-08-27,JPM,1,5185200,0.0056033700438217,0.0004,0.0034,0.9962,1,-0.003,0.1007,0.0038,1.0,-0.3837,-0.0,-0.366,1.0,2.0,1.0,1.0,5247100.0,7761200.0,13927000.0,7663200.0,1.0,0.3838,0.0,0.366,1.0,0.0002,0.4559,0.0,0.014942399945125796,9945450.0
2024-08-27,UNH,0,1581900,0.0145215159109519,0.6217,0.0018,0.3765,1,0.6199,0.9971,0.6235,1.0,0.062,0.1635,-0.0,1.0,1.0,1.0,1.0,3377300.0,4290400.0,10330800.0,3189800.0,1.0,0.0624,0.5563,0.0,1.0,0.9962,0.647,0.2843,0.014548380446070177,5597830.0
2024-08-28,AMZN,0,29045000,0.0274627451517831,0.0016,0.0004,0.9979,1,0.0012,0.7847,0.0021,0.9746,0.9909,-0.0,-0.3008,1.0,1.0,1.0,2.0,32047500.0,26255200.0,39237900.0,59950800.0,0.9747,0.9925,0.0,0.3022,1.0,0.9992,0.0519,0.0023,0.016742977997195055,51643350.0
2024-08-28,BRK-B,1,4838100,0.0126200905409274,0.0,0.0,1.0,1,-0.0,0.1308,0.0,-0.0,-0.0002,-0.0,0.0143,1.0,1.0,1.0,1.0,3764700.0,3028500.0,2906500.0,5138700.0,0.0,0.0002,0.0,0.0214,0.0377,0.0107,0.0083,0.8336,0.00734198545499492,3569670.0
2024-08-29,JPM,1,6416100,0.0181858806983149,1.0,0.0,0.0,1,1.0,1.0,1.0,-0.003,1.0,-0.3837,-0.0001,1.0,1.0,2.0,1.0,5185200.0,5247100.0,7761200.0,6533600.0,0.0038,1.0,0.3838,0.0002,0.1007,1.0,0.0002,0.1736,0.014837179858580313,9879625.0
2024-08-30,AAPL,0,52990800,0.0126851650287834,0.0,0.0001,0.9999,1,-0.0001,0.0487,0.0001,-0.0374,-0.0061,0.0068,-0.0003,1.0,2.0,1.0,1.0,38677300.0,69660500.0,119548600.0,43234300.0,0.0427,0.0063,0.0081,0.0006,0.0631,0.0152,0.9176,0.2862,0.0227454646396738,77522760.0
2024-08-30,AMZN,1,43429400,0.0364624831431798,0.2035,0.0067,0.7898,2,0.1968,0.9681,0.2102,0.0012,0.9746,0.9909,-0.0028,1.0,1.0,1.0,1.0,29045000.0,32047500.0,26255200.0,44616200.0,0.0021,0.9747,0.9925,0.0289,0.7847,1.0,0.9992,0.4516,0.016580256237888374,50565080.0
2024-08-30,BRK-B,1,7465800,0.0147709180679024,0.0,0.0,1.0,1,-0.0,0.1094,0.0,-0.0,-0.0,-0.0002,-0.0,1.0,1.0,1.0,1.0,4838100.0,3764700.0,3028500.0,3150000.0,0.0,0.0,0.0002,0.0,0.1308,0.0377,0.0107,0.1648,0.007486643945537118,3615630.0
2024-08-30,GOOGL,1,22123800,0.0121141389733994,0.0029,0.0009,0.9962,1,0.002,0.757,0.0038,0.4938,-0.0001,-0.4959,-0.0028,2.0,1.0,2.0,1.0,22493300.0,22902000.0,24208600.0,25578800.0,0.5064,0.0001,0.4961,0.0289,0.9876,0.0296,0.0002,0.4516,0.014972452803860349,27284725.0
2024-09-03,AMZN,0,37817500,0.0168966485408928,0.134,0.0011,0.8649,1,0.1329,0.9919,0.1351,0.1968,0.0012,0.9746,-0.0,2.0,1.0,1.0,1.0,43429400.0,29045000.0,32047500.0,39237900.0,0.2102,0.0021,0.9747,0.0,0.9681,0.7847,1.0,0.0519,0.016264537932291837,49481355.0
2024-09-04,AAPL,0,43840200,0.0193990931188133,0.0,0.0,1.0,1,-0.0,0.0504,0.0,-0.0001,-0.0374,-0.0061,1.0,1.0,1.0,2.0,1.0,52990800.0,38677300.0,69660500.0,62501000.0,0.0001,0.0427,0.0063,1.0,0.0487,0.0631,0.0152,1.0,0.022798971258066025,77653145.0
2024-09-04,AMZN,0,30309200,0.0197157412061037,0.0001,0.0,0.9999,3,0.0001,0.7076,0.0001,0.1329,0.1968,0.0012,0.9909,1.0,2.0,1.0,1.0,37817500.0,43429400.0,29045000.0,26255200.0,0.1351,0.2102,0.0021,0.9925,0.9919,0.9681,0.7847,0.9992,0.015799239595046144,47652355.0
2024-09-05,META,1,8640900,0.0204799713931995,0.0024,0.0001,0.9975,1,0.0023,0.9693,0.0025,0.778,0.7292,0.0007,0.9915,1.0,1.0,4.0,1.0,15708300.0,21396200.0,43083100.0,11390400.0,0.8031,0.7307,0.4999,0.9916,0.9844,0.9989,0.5007,1.0,0.023287416229354096,15961830.0
2024-09-05,TSLA,1,119355000,0.0570495310153365,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.5022,-0.5,0.0,1.0,2.0,2.0,1.0,76435200.0,70250000.0,82880100.0,87403900.0,1.0,0.5025,0.5,0.0,1.0,0.9997,0.0,0.5393,0.025249163897008407,104588910.0
2024-09-09,AAPL,1,67180000,0.0206502916735191,0.0162,0.0012,0.9826,1,0.015,0.9322,0.0174,-0.0,-0.0001,-0.0374,0.0068,1.0,1.0,1.0,1.0,43840200.0,52990800.0,38677300.0,119548600.0,0.0,0.0001,0.0427,0.0081,0.0504,0.0487,0.0631,0.9176,0.02284871155076309,75134410.0
2024-09-09,AMZN,1,29037400,0.0134075036557971,0.0162,0.0012,0.9826,1,0.015,0.9322,0.0174,0.0001,0.1329,0.1968,0.9746,3.0,1.0,2.0,1.0,30309200.0,37817500.0,43429400.0,32047500.0,0.0001,0.1351,0.2102,0.9747,0.7076,0.9919,0.9681,1.0,0.015164403516112389,45321305.0
2024-09-10,AAPL,1,51591000,0.0216974238979041,0.0,0.0004,0.9996,1,-0.0004,0.0002,0.0004,0.015,-0.0,-0.0001,-0.0061,1.0,1.0,1.0,2.0,67180000.0,43840200.0,52990800.0,69660500.0,0.0174,0.0,0.0001,0.0063,0.9322,0.0504,0.0487,0.0152,0.02235815487853796,70332205.0
2024-09-10,AMZN,1,36233800,0.0209026232410031,0.7262,0.0008,0.273,2,0.7254,0.9989,0.727,0.015,0.0001,0.1329,0.0012,1.0,3.0,1.0,1.0,29037400.0,30309200.0,37817500.0,29045000.0,0.0174,0.0001,0.1351,0.0021,0.9322,0.7076,0.9919,0.7847,0.015094317812915708,45193280.0
2024-09-10,JPM,0,28406900,0.0824794065685387,0.0,0.7499,0.2501,4,-0.7499,0.0,0.7499,1.0,-0.003,1.0,-0.0,1.0,1.0,1.0,1.0,6416100.0,5185200.0,5247100.0,13927000.0,1.0,0.0038,1.0,0.0,1.0,0.1007,1.0,0.4559,0.014695379419188819,9754290.0
2024-09-11,AMZN,1,42564700,0.0514159325475129,0.5,0.0015,0.4985,2,0.4985,0.997,0.5015,0.7254,0.015,0.0001,0.1968,2.0,1.0,3.0,2.0,36233800.0,29037400.0,30309200.0,43429400.0,0.727,0.0174,0.0001,0.2102,0.9989,0.9322,0.7076,0.9681,0.01527510723022055,45012025.0
2024-09-11,GOOGL,1,29607700,0.0265474638216977,1.0,0.0,0.0,1,1.0,1.0,1.0,0.002,0.4938,-0.0001,0.4992,1.0,2.0,1.0,2.0,22123800.0,22493300.0,22902000.0,31524300.0,0.0038,0.5064,0.0001,0.4993,0.757,0.9876,0.0296,1.0,0.014614123115009862,27487735.0
2024-09-12,BRK-B,0,3848700,0.0125978608575826,0.0,0.0016,0.9984,1,-0.0016,0.0044,0.0016,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,7465800.0,4838100.0,3764700.0,2906500.0,0.0,0.0,0.0,0.0,0.1094,0.1308,0.0377,0.0083,0.00779348438308959,3834695.0
2024-09-13,AAPL,0,36766600,0.0095267448187649,0.0,0.0,0.9999,2,-0.0,0.4186,0.0001,-0.0004,0.015,-0.0,-0.0374,1.0,1.0,1.0,1.0,51591000.0,67180000.0,43840200.0,38677300.0,0.0004,0.0174,0.0,0.0427,0.0002,0.9322,0.0504,0.0631,0.022296157986740364,70462605.0
2024-09-13,BRK-B,0,3882600,0.0115594166613223,0.0,0.0,1.0,2,-0.0,0.0784,0.0,-0.0016,-0.0,-0.0,-0.0002,1.0,1.0,1.0,1.0,3848700.0,7465800.0,4838100.0,3028500.0,0.0016,0.0,0.0,0.0002,0.0044,0.1094,0.1308,0.0107,0.008076196443048555,3893910.0
2024-09-13,GOOGL,1,29591200,0.0203950223143724,0.8097,0.0098,0.1804,1,0.7999,0.988,0.8196,1.0,0.002,0.4938,-0.4959,1.0,1.0,2.0,2.0,29607700.0,22123800.0,22493300.0,24208600.0,1.0,0.0038,0.5064,0.4961,1.0,0.757,0.9876,0.0002,0.014691373674603575,27960115.0
2024-09-13,JPM,0,10226700,0.0233491337948539,0.0002,0.0065,0.9934,1,-0.0063,0.0256,0.0066,-0.7499,1.0,-0.003,-0.3837,4.0,1.0,1.0,2.0,28406900.0,6416100.0,5185200.0,7761200.0,0.7499,1.0,0.0038,0.3838,0.0,1.0,0.1007,0.0002,0.020066854571011507,10790195.0
2024-09-13,MSFT,1,15874600,0.0149590102107721,0.0,0.0,1.0,1,0.0,0.7769,0.0,-0.0003,1.0,0.7329,-0.0,1.0,1.0,1.0,1.0,16067300.0,15234000.0,20752100.0,20203000.0,0.0003,1.0,0.7395,0.0,0.0504,1.0,0.9955,0.0806,0.008520336180062725,21701220.0
2024-09-13,TSLA,1,59515100,0.0278508370382743,0.0,0.0,1.0,1,-0.0,0.0381,0.0,1.0,1.0,0.5022,-1.0,1.0,1.0,2.0,1.0,119355000.0,76435200.0,70250000.0,111928200.0,1.0,1.0,0.5025,1.0,1.0,1.0,0.9997,0.0,0.026268230924788596,105201780.0
2024-09-16,AAPL,0,59357400,0.0152396931471095,0.0,0.8818,0.1182,1,-0.8818,0.0,0.8818,-0.0,-0.0004,0.015,-0.0001,2.0,1.0,1.0,1.0,36766600.0,51591000.0,67180000.0,52990800.0,0.0001,0.0004,0.0174,0.0001,0.4186,0.0002,0.9322,0.0487,0.02236855588036233,68698695.0
2024-09-16,AMZN,0,26065500,0.0132225000648509,0.0241,0.0486,0.9273,2,-0.0245,0.3313,0.0727,0.4985,0.7254,0.015,0.1329,2.0,2.0,1.0,1.0,42564700.0,36233800.0,29037400.0,37817500.0,0.5015,0.727,0.0174,0.1351,0.997,0.9989,0.9322,0.9919,0.016350752834930874,45496070.0
2024-09-16,BRK-B,1,3264400,0.0103609492490214,0.0,0.0002,0.9998,1,-0.0002,0.0212,0.0002,-0.0,-0.0016,-0.0,-0.0,2.0,1.0,1.0,1.0,3882600.0,3848700.0,7465800.0,3764700.0,0.0,0.0016,0.0,0.0,0.0784,0.0044,0.1094,0.0377,0.008364453226616457,3842890.0
2024-09-17,AMZN,1,26091700,0.017714730802631,0.9986,0.0,0.0014,1,0.9986,1.0,0.9986,-0.0245,0.4985,0.7254,0.0001,2.0,2.0,2.0,3.0,26065500.0,42564700.0,36233800.0,30309200.0,0.0727,0.5015,0.727,0.0001,0.3313,0.997,0.9989,0.7076,0.01607694284992271,45099610.0
2024-09-17,META,0,11690800,0.0214471145560453,0.0007,0.0,0.9993,1,0.0007,0.9968,0.0007,0.0023,0.778,0.7292,1.0,1.0,1.0,1.0,1.0,8640900.0,15708300.0,21396200.0,24285800.0,0.0025,0.8031,0.7307,1.0,0.9693,0.9844,0.9989,1.0,0.023273417883299095,15924840.0
2024-09-18,AAPL,1,59894900,0.0237647131933358,0.0,0.0,1.0,1,-0.0,0.1241,0.0,-0.8818,-0.0,-0.0004,-0.0,1.0,2.0,1.0,1.0,59357400.0,36766600.0,51591000.0,43840200.0,0.8818,0.0001,0.0004,0.0,0.0,0.4186,0.0002,0.0504,0.022373552336715792,69046885.0
2024-09-18,META,1,10323500,0.0191781102137599,0.0038,0.0163,0.9799,1,-0.0125,0.1893,0.0201,0.0007,0.0023,0.778,0.0007,1.0,1.0,1.0,4.0,11690800.0,8640900.0,15708300.0,43083100.0,0.0007,0.0025,0.8031,0.4999,0.9968,0.9693,0.9844,0.5007,0.023130488543344638,16025695.0
2024-09-18,MSFT,0,18898000,0.0129195290050287,0.0,0.0004,0.9996,2,-0.0004,0.0411,0.0004,0.0,-0.0003,1.0,-0.0,1.0,1.0,1.0,1.0,15874600.0,16067300.0,15234000.0,19276700.0,0.0,0.0003,1.0,0.0,0.7769,0.0504,1.0,0.2521,0.006633455263877377,21075225.0
2024-09-18,TSLA,0,78010200,0.0382458513322145,0.0059,0.0116,0.9825,1,-0.0056,0.3388,0.0175,-0.0,1.0,1.0,-0.5,1.0,1.0,1.0,2.0,59515100.0,119355000.0,76435200.0,82880100.0,0.0,1.0,1.0,0.5,0.0381,1.0,1.0,0.0,0.026286816399327034,101950280.0
2024-09-19,AMZN,0,39543200,0.0132603891890626,0.7715,0.1746,0.0539,2,0.597,0.8155,0.9461,0.9986,-0.0245,0.4985,0.015,1.0,2.0,2.0,1.0,26091700.0,26065500.0,42564700.0,29037400.0,0.9986,0.0727,0.5015,0.0174,1.0,0.3313,0.997,0.9322,0.015498971711127133,44000390.0
2024-09-19,JPM,1,11635200,0.0217847618972803,0.0,0.0,1.0,1,-0.0,0.0122,0.0,-0.0063,-0.7499,1.0,1.0,1.0,4.0,1.0,1.0,10226700.0,28406900.0,6416100.0,5247100.0,0.0066,0.7499,1.0,1.0,0.0256,0.0,1.0,1.0,0.019229521448982507,10840150.0
2024-09-20,MSFT,0,55167100,0.011481608800275,0.5,0.0,0.4999,2,0.5,0.9999,0.5001,-0.0004,0.0,-0.0003,0.7329,2.0,1.0,1.0,1.0,18898000.0,15874600.0,16067300.0,20752100.0,0.0004,0.0,0.0003,0.7395,0.0411,0.7769,0.0504,0.9955,0.0070627557965497155,19620360.0
2024-09-24,AMZN,0,43478900,0.0269727189948788,1.0,0.0,0.0,1,1.0,1.0,1.0,0.597,0.9986,-0.0245,0.7254,2.0,1.0,2.0,2.0,39543200.0,26091700.0,26065500.0,36233800.0,0.9461,0.9986,0.0727,0.727,0.8155,1.0,0.3313,0.9989,0.015331273739324166,43823460.0
2024-09-24,JPM,1,7323200,0.0122188108246855,1.0,0.0,0.0,1,1.0,1.0,1.0,-0.0,-0.0063,-0.7499,-0.003,1.0,1.0,4.0,1.0,11635200.0,10226700.0,28406900.0,5185200.0,0.0,0.0066,0.7499,0.0038,0.0122,0.0256,0.0,0.1007,0.016840539293785064,10553245.0
